1,Area Code4,Area,Bungalow,Flat/Maisonette,Terraced House,Semi0detached House,Detached House,Unknown,AREA_NAME,BP_PRE_1900,Por_1,BP_1900_1918,Por_2,BP_1919_1929,Por_3,BP_1930_1939,Por_4,Por_14,BP_1945_1954,Por_5,BP_1955_1964,Por_6,BP_1965_1972,Por_7,Por_15,BP_1973_1982,Por_8,BP_1983_1992,Por_9,BP_1993_1999,Por_10,Por_16,BP_2000_2009,Por_11,BP_2010_2015,Por_12,BP_UNKNOWN,Por_13,Por_17,ALL_PROPERTIES,MODE1_VAL,MODE1_TYPE,MODE1_PC,MODE2_VAL,MODE2_TYPE,MODE2_PC,MODE2_MODE1_RATIO
LSOA,E01001010,Croydon 019D,0,100,290,140,0,0,Croydon 019D,40,0.074074074,40,0.074074074,40,0.074074074,370,0.685185185,0.759259259,0,0,1,0.001851852,0,0,0.001851852,10,0.018518519,0,0,30,0.055555556,0.074074075,10,0.018518519,1,0.001851852,1,0.001851852,0.022222223,540,370,BP_1930_1939,0.69,40,BP_1919_1929,0.07,0.11
LSOA,E01001011,Croydon 019E,0,460,250,50,10,0,Croydon 019E,370,0.474358974,10,0.012820513,0,0,70,0.08974359,0.08974359,0,0,1,0.001282051,70,0.08974359,0.091025641,30,0.038461538,10,0.012820513,30,0.038461538,0.089743589,150,0.192307692,20,0.025641026,20,0.025641026,0.243589744,780,370,BP_PRE_1900,0.47,150,BP_2000_2009,0.19,0.41
LSOA,E01001012,Croydon 020A,0,500,190,40,10,0,Croydon 020A,620,0.826666667,40,0.053333333,10,0.013333333,0,0,0.013333333,0,0,0,0,10,0.013333333,0.013333333,20,0.026666667,10,0.013333333,0,0,0.04,40,0.053333333,10,0.013333333,1,0.001333333,0.067999999,750,620,BP_PRE_1900,0.83,40,BP_2000_2009,0.05,0.06
LSOA,E01001013,Croydon 020B,0,670,140,90,10,0,Croydon 020B,250,0.27173913,40,0.043478261,1,0.001086957,60,0.065217391,0.066304348,1,0.001086957,10,0.010869565,70,0.076086957,0.088043479,400,0.434782609,20,0.02173913,10,0.010869565,0.467391304,40,0.043478261,0,0,1,0.001086957,0.044565218,920,400,BP_1973_1982,0.43,250,BP_PRE_1900,0.27,0.63
LSOA,E01001014,Croydon 024A,0,1040,330,80,10,10,Croydon 024A,330,0.218543046,60,0.039735099,0,0,0,0,0,1,0.000662252,1,0.000662252,40,0.026490066,0.02781457,180,0.119205298,60,0.039735099,1,0.000662252,0.159602649,340,0.225165563,480,0.317880795,20,0.013245033,0.556291391,1510,480,BP_2010_2015,0.32,340,BP_2000_2009,0.23,0.71
LSOA,E01001015,Croydon 041A,20,80,240,90,150,0,Croydon 041A,1,0.001754386,30,0.052631579,10,0.01754386,170,0.298245614,0.315789474,30,0.052631579,1,0.001754386,30,0.052631579,0.107017544,230,0.403508772,10,0.01754386,1,0.001754386,0.422807018,0,0,60,0.105263158,0,0,0.105263158,570,230,BP_1973_1982,0.4,170,BP_1930_1939,0.3,0.74
LSOA,E01001016,Croydon 041B,70,40,130,180,250,0,Croydon 041B,1,0.001492537,10,0.014925373,80,0.119402985,180,0.268656716,0.388059701,70,0.104477612,30,0.044776119,240,0.358208955,0.507462686,20,0.029850746,50,0.074626866,0,0,0.104477612,1,0.001492537,0,0,0,0,0.001492537,670,240,BP_1965_1972,0.36,180,BP_1930_1939,0.27,0.75
LSOA,E01001017,Croydon 043A,60,30,70,210,280,0,Croydon 043A,10,0.015384615,100,0.153846154,30,0.046153846,240,0.369230769,0.415384615,80,0.123076923,100,0.153846154,60,0.092307692,0.369230769,20,0.030769231,1,0.001538462,10,0.015384615,0.047692308,1,0.001538462,1,0.001538462,1,0.001538462,0.004615386,650,240,BP_1930_1939,0.37,100,BP_1955_1964,0.15,0.42
LSOA,E01001018,Croydon 044A,130,70,100,220,130,0,Croydon 044A,1,0.001515152,1,0.001515152,10,0.015151515,210,0.318181818,0.333333333,160,0.242424242,130,0.196969697,60,0.090909091,0.53030303,20,0.03030303,30,0.045454545,1,0.001515152,0.077272727,20,0.03030303,1,0.001515152,1,0.001515152,0.033333334,660,210,BP_1930_1939,0.32,160,BP_1945_1954,0.24,0.76
LSOA,E01001019,Croydon 044B,50,40,10,230,260,10,Croydon 044B,10,0.016666667,0,0,10,0.016666667,320,0.533333333,0.55,90,0.15,20,0.033333333,50,0.083333333,0.266666666,10,0.016666667,1,0.001666667,80,0.133333333,0.151666667,10,0.016666667,1,0.001666667,10,0.016666667,0.035000001,600,320,BP_1930_1939,0.53,90,BP_1945_1954,0.15,0.28
LSOA,E01001020,Croydon 044C,60,60,50,380,90,0,Croydon 044C,0,0,10,0.015625,10,0.015625,390,0.609375,0.625,160,0.25,50,0.078125,1,0.0015625,0.3296875,10,0.015625,1,0.0015625,0,0,0.0171875,10,0.015625,0,0,1,0.0015625,0.0171875,640,390,BP_1930_1939,0.61,160,BP_1945_1954,0.25,0.41
LSOA,E01001021,Croydon 044D,100,230,160,60,40,0,Croydon 044D,10,0.016949153,0,0,10,0.016949153,50,0.084745763,0.101694916,200,0.338983051,180,0.305084746,1,0.001694915,0.645762712,1,0.001694915,120,0.203389831,10,0.016949153,0.222033899,0,0,1,0.001694915,0,0,0.001694915,590,200,BP_1945_1954,0.34,180,BP_1955_1964,0.31,0.9
LSOA,E01001022,Croydon 044E,240,20,10,260,90,0,Croydon 044E,10,0.016129032,1,0.001612903,1,0.001612903,150,0.241935484,0.243548387,110,0.177419355,250,0.403225806,30,0.048387097,0.629032258,30,0.048387097,10,0.016129032,1,0.001612903,0.066129032,1,0.001612903,10,0.016129032,1,0.001612903,0.019354838,620,250,BP_1955_1964,0.4,150,BP_1930_1939,0.24,0.6
LSOA,E01001023,Croydon 041C,10,310,100,150,50,0,Croydon 041C,30,0.046153846,220,0.338461538,90,0.138461538,110,0.169230769,0.307692307,40,0.061538462,40,0.061538462,10,0.015384615,0.138461539,1,0.001538462,70,0.107692308,20,0.030769231,0.140000001,0,0,20,0.030769231,10,0.015384615,0.046153846,650,220,BP_1900_1918,0.34,110,BP_1930_1939,0.17,0.5
LSOA,E01001024,Croydon 043B,10,20,200,220,90,0,Croydon 043B,30,0.056603774,140,0.264150943,160,0.301886792,140,0.264150943,0.566037735,30,0.056603774,10,0.018867925,1,0.001886792,0.077358491,1,0.001886792,10,0.018867925,10,0.018867925,0.039622642,1,0.001886792,0,0,1,0.001886792,0.003773584,530,160,BP_1919_1929,0.3,140,BP_1930_1939,0.26,0.88
LSOA,E01001025,Croydon 043C,0,20,30,410,30,0,Croydon 043C,0,0,1,0.002040816,1,0.002040816,410,0.836734694,0.83877551,50,0.102040816,10,0.020408163,1,0.002040816,0.124489795,1,0.002040816,0,0,0,0,0.002040816,0,0,1,0.002040816,1,0.002040816,0.004081632,490,410,BP_1930_1939,0.84,50,BP_1945_1954,0.1,0.12
LSOA,E01001026,Croydon 043D,10,30,370,230,20,0,Croydon 043D,0,0,10,0.014492754,150,0.217391304,370,0.536231884,0.753623188,40,0.057971014,40,0.057971014,1,0.001449275,0.117391303,1,0.001449275,1,0.001449275,20,0.028985507,0.031884057,20,0.028985507,50,0.072463768,1,0.001449275,0.10289855,690,370,BP_1930_1939,0.54,150,BP_1919_1929,0.22,0.41
LSOA,E01001027,Croydon 043E,30,50,120,240,120,0,Croydon 043E,10,0.01754386,20,0.035087719,50,0.087719298,290,0.50877193,0.596491228,50,0.087719298,30,0.052631579,10,0.01754386,0.157894737,30,0.052631579,20,0.035087719,10,0.01754386,0.105263158,50,0.087719298,20,0.035087719,1,0.001754386,0.124561403,570,290,BP_1930_1939,0.51,50,BP_2000_2009,0.09,0.17
LSOA,E01001028,Croydon 038A,50,10,0,80,400,10,Croydon 038A,0,0,40,0.072727273,150,0.272727273,130,0.236363636,0.509090909,80,0.145454545,70,0.127272727,10,0.018181818,0.29090909,10,0.018181818,10,0.018181818,10,0.018181818,0.054545454,20,0.036363636,10,0.018181818,10,0.018181818,0.072727272,550,150,BP_1919_1929,0.27,130,BP_1930_1939,0.24,0.87
LSOA,E01001029,Croydon 038B,20,200,0,80,270,20,Croydon 038B,1,0.001639344,160,0.262295082,50,0.081967213,160,0.262295082,0.344262295,10,0.016393443,30,0.049180328,40,0.06557377,0.131147541,20,0.032786885,10,0.016393443,40,0.06557377,0.114754098,40,0.06557377,30,0.049180328,30,0.049180328,0.163934426,610,160,BP_1930_1939,0.26,160,BP_1900_1918,0.26,1
LSOA,E01001030,Croydon 038C,20,30,0,170,270,10,Croydon 038C,0,0,40,0.08,140,0.28,210,0.42,0.7,10,0.02,20,0.04,20,0.04,0.1,20,0.04,10,0.02,1,0.002,0.062,1,0.002,20,0.04,10,0.02,0.062,500,210,BP_1930_1939,0.42,140,BP_1919_1929,0.28,0.67
LSOA,E01001031,Croydon 038D,10,30,40,120,300,0,Croydon 038D,10,0.02,190,0.38,60,0.12,160,0.32,0.44,10,0.02,20,0.04,10,0.02,0.08,20,0.04,20,0.04,1,0.002,0.082,10,0.02,1,0.002,1,0.002,0.024,500,190,BP_1900_1918,0.38,160,BP_1930_1939,0.32,0.84
LSOA,E01001032,Croydon 035A,10,40,0,80,400,0,Croydon 035A,10,0.018867925,60,0.113207547,30,0.056603774,110,0.20754717,0.264150944,20,0.037735849,280,0.528301887,20,0.037735849,0.603773585,1,0.001886792,10,0.018867925,1,0.001886792,0.022641509,1,0.001886792,1,0.001886792,1,0.001886792,0.005660376,530,280,BP_1955_1964,0.53,110,BP_1930_1939,0.21,0.39
LSOA,E01001033,Croydon 031A,10,270,160,170,60,10,Croydon 031A,300,0.434782609,100,0.144927536,30,0.043478261,160,0.231884058,0.275362319,30,0.043478261,10,0.014492754,1,0.001449275,0.05942029,1,0.001449275,40,0.057971014,1,0.001449275,0.060869564,0,0,1,0.001449275,10,0.014492754,0.015942029,690,300,BP_PRE_1900,0.43,160,BP_1930_1939,0.23,0.53
LSOA,E01001034,Croydon 031B,0,330,110,160,60,0,Croydon 031B,180,0.264705882,330,0.485294118,20,0.029411765,10,0.014705882,0.044117647,10,0.014705882,10,0.014705882,50,0.073529412,0.102941176,10,0.014705882,10,0.014705882,10,0.014705882,0.044117646,20,0.029411765,30,0.044117647,10,0.014705882,0.088235294,680,330,BP_1900_1918,0.49,180,BP_PRE_1900,0.26,0.55
LSOA,E01001035,Croydon 027A,0,700,50,40,40,30,Croydon 027A,320,0.367816092,30,0.034482759,30,0.034482759,40,0.045977011,0.08045977,1,0.001149425,10,0.011494253,80,0.091954023,0.104597701,70,0.08045977,110,0.126436782,50,0.057471264,0.264367816,80,0.091954023,1,0.001149425,40,0.045977011,0.139080459,870,320,BP_PRE_1900,0.37,110,BP_1983_1992,0.13,0.34
LSOA,E01001036,Croydon 029A,20,230,0,10,380,10,Croydon 029A,70,0.109375,120,0.1875,10,0.015625,100,0.15625,0.171875,40,0.0625,110,0.171875,70,0.109375,0.34375,20,0.03125,20,0.03125,30,0.046875,0.109375,20,0.03125,10,0.015625,10,0.015625,0.0625,640,120,BP_1900_1918,0.19,110,BP_1955_1964,0.17,0.92
LSOA,E01001037,Croydon 029B,0,230,310,70,0,20,Croydon 029B,410,0.640625,30,0.046875,1,0.0015625,50,0.078125,0.0796875,0,0,20,0.03125,0,0,0.03125,10,0.015625,1,0.0015625,70,0.109375,0.1265625,10,0.015625,20,0.03125,20,0.03125,0.078125,640,410,BP_PRE_1900,0.64,70,BP_1993_1999,0.11,0.17
LSOA,E01001038,Croydon 029C,0,750,60,40,50,20,Croydon 029C,390,0.423913043,30,0.032608696,0,0,10,0.010869565,0.010869565,1,0.001086957,30,0.032608696,30,0.032608696,0.066304349,60,0.065217391,50,0.054347826,100,0.108695652,0.228260869,150,0.163043478,20,0.02173913,40,0.043478261,0.228260869,920,390,BP_PRE_1900,0.42,150,BP_2000_2009,0.16,0.38
LSOA,E01001039,Croydon 029D,20,110,50,160,260,0,Croydon 029D,40,0.06779661,100,0.169491525,40,0.06779661,200,0.338983051,0.406779661,70,0.118644068,20,0.033898305,30,0.050847458,0.203389831,80,0.13559322,1,0.001694915,10,0.016949153,0.154237288,1,0.001694915,10,0.016949153,10,0.016949153,0.035593221,590,200,BP_1930_1939,0.34,100,BP_1900_1918,0.17,0.5
LSOA,E01001040,Croydon 029E,0,210,390,130,20,10,Croydon 029E,560,0.736842105,10,0.013157895,1,0.001315789,30,0.039473684,0.040789473,10,0.013157895,0,0,0,0,0.013157895,40,0.052631579,20,0.026315789,10,0.013157895,0.092105263,50,0.065789474,10,0.013157895,20,0.026315789,0.105263158,760,560,BP_PRE_1900,0.74,50,BP_2000_2009,0.07,0.09
LSOA,E01001041,Croydon 031C,10,480,110,120,10,40,Croydon 031C,410,0.525641026,180,0.230769231,0,0,20,0.025641026,0.025641026,1,0.001282051,50,0.064102564,0,0,0.065384615,0,0,0,0,1,0.001282051,0.001282051,50,0.064102564,10,0.012820513,50,0.064102564,0.141025641,780,410,BP_PRE_1900,0.53,180,BP_1900_1918,0.23,0.44
LSOA,E01001042,Croydon 024B,0,520,300,70,10,20,Croydon 024B,450,0.478723404,20,0.021276596,1,0.00106383,70,0.074468085,0.075531915,1,0.00106383,0,0,1,0.00106383,0.00212766,0,0,10,0.010638298,200,0.212765957,0.223404255,150,0.159574468,20,0.021276596,30,0.031914894,0.212765958,940,450,BP_PRE_1900,0.48,200,BP_1993_1999,0.21,0.44
LSOA,E01001043,Croydon 027B,0,960,200,50,20,10,Croydon 027B,490,0.376923077,60,0.046153846,30,0.023076923,70,0.053846154,0.076923077,30,0.023076923,30,0.023076923,230,0.176923077,0.223076923,20,0.015384615,20,0.015384615,20,0.015384615,0.046153845,230,0.176923077,40,0.030769231,20,0.015384615,0.223076923,1300,490,BP_PRE_1900,0.38,230,BP_2000_2009,0.18,0.47
LSOA,E01001044,Croydon 023A,0,380,270,30,190,0,Croydon 023A,20,0.022988506,30,0.034482759,1,0.001149425,60,0.068965517,0.070114942,1,0.001149425,30,0.034482759,390,0.448275862,0.483908046,180,0.206896552,120,0.137931034,20,0.022988506,0.367816092,30,0.034482759,0,0,0,0,0.034482759,870,390,BP_1965_1972,0.45,180,BP_1973_1982,0.21,0.46
LSOA,E01001045,Croydon 027C,0,1130,40,40,10,10,Croydon 027C,350,0.2734375,50,0.0390625,1,0.00078125,10,0.0078125,0.00859375,20,0.015625,10,0.0078125,130,0.1015625,0.125,170,0.1328125,100,0.078125,10,0.0078125,0.21875,260,0.203125,140,0.109375,30,0.0234375,0.3359375,1280,350,BP_PRE_1900,0.27,260,BP_2000_2009,0.2,0.74
LSOA,E01001046,Croydon 023B,0,580,230,10,30,0,Croydon 023B,0,0,0,0,1,0.001176471,0,0,0.001176471,0,0,80,0.094117647,370,0.435294118,0.529411765,320,0.376470588,70,0.082352941,0,0,0.458823529,0,0,0,0,0,0,0,850,370,BP_1965_1972,0.44,320,BP_1973_1982,0.38,0.86
LSOA,E01001047,Croydon 027D,0,650,80,90,30,10,Croydon 027D,480,0.558139535,60,0.069767442,10,0.011627907,30,0.034883721,0.046511628,10,0.011627907,100,0.11627907,1,0.001162791,0.129069768,10,0.011627907,80,0.093023256,30,0.034883721,0.139534884,20,0.023255814,1,0.001162791,10,0.011627907,0.036046512,860,480,BP_PRE_1900,0.56,100,BP_1955_1964,0.12,0.21
LSOA,E01001048,Croydon 020C,0,1090,60,10,0,10,Croydon 020C,350,0.257352941,10,0.007352941,10,0.007352941,1,0.000735294,0.008088235,1,0.000735294,100,0.073529412,80,0.058823529,0.133088235,70,0.051470588,110,0.080882353,150,0.110294118,0.242647059,70,0.051470588,390,0.286764706,20,0.014705882,0.352941176,1360,390,BP_2010_2015,0.29,350,BP_PRE_1900,0.26,0.9
LSOA,E01001049,Croydon 023C,20,40,40,20,410,0,Croydon 023C,10,0.018867925,1,0.001886792,120,0.226415094,170,0.320754717,0.547169811,30,0.056603774,20,0.037735849,90,0.169811321,0.264150944,40,0.075471698,10,0.018867925,20,0.037735849,0.132075472,10,0.018867925,20,0.037735849,1,0.001886792,0.058490566,530,170,BP_1930_1939,0.32,120,BP_1919_1929,0.23,0.71
LSOA,E01001050,Croydon 023D,0,680,130,0,10,0,Croydon 023D,0,0,0,0,0,0,50,0.060240964,0.060240964,10,0.012048193,70,0.084337349,290,0.34939759,0.445783132,210,0.253012048,120,0.144578313,70,0.084337349,0.48192771,10,0.012048193,10,0.012048193,10,0.012048193,0.036144579,830,290,BP_1965_1972,0.35,210,BP_1973_1982,0.25,0.72
LSOA,E01001051,Croydon 030A,0,250,320,10,0,0,Croydon 030A,0,0,0,0,0,0,0,0,0,0,0,1,0.001724138,570,0.982758621,0.984482759,0,0,0,0,10,0.017241379,0.017241379,0,0,0,0,0,0,0,580,570,BP_1965_1972,0.98,10,BP_1993_1999,0.02,0.02
LSOA,E01001052,Croydon 030B,0,60,400,0,0,0,Croydon 030B,0,0,0,0,0,0,0,0,0,0,0,0,0,470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,470,BP_1965_1972,1,0,BP_UNKNOWN,0,0
LSOA,E01001053,Croydon 032A,0,40,190,320,0,0,Croydon 032A,0,0,0,0,30,0.053571429,110,0.196428571,0.25,210,0.375,190,0.339285714,0,0,0.714285714,10,0.017857143,0,0,0,0,0.017857143,0,0,10,0.017857143,1,0.001785714,0.019642857,560,210,BP_1945_1954,0.38,190,BP_1955_1964,0.34,0.9
LSOA,E01001054,Croydon 030C,0,90,400,100,0,0,Croydon 030C,0,0,0,0,0,0,0,0,0,40,0.066666667,180,0.3,360,0.6,0.966666667,10,0.016666667,1,0.001666667,0,0,0.018333334,10,0.016666667,0,0,0,0,0.016666667,600,360,BP_1965_1972,0.6,180,BP_1955_1964,0.3,0.5
LSOA,E01001055,Croydon 032B,0,100,270,220,0,0,Croydon 032B,0,0,0,0,0,0,0,0,0,90,0.152542373,430,0.728813559,30,0.050847458,0.93220339,40,0.06779661,0,0,0,0,0.06779661,10,0.016949153,0,0,1,0.001694915,0.018644068,590,430,BP_1955_1964,0.73,90,BP_1945_1954,0.15,0.21
LSOA,E01001056,Croydon 030D,0,300,240,50,0,0,Croydon 030D,0,0,0,0,0,0,0,0,0,80,0.133333333,490,0.816666667,0,0,0.95,0,0,10,0.016666667,10,0.016666667,0.033333334,10,0.016666667,10,0.016666667,0,0,0.033333334,600,490,BP_1955_1964,0.82,80,BP_1945_1954,0.13,0.16
LSOA,E01001057,Croydon 030E,0,510,110,20,0,0,Croydon 030E,0,0,0,0,0,0,0,0,0,0,0,600,0.9375,10,0.015625,0.953125,1,0.0015625,20,0.03125,0,0,0.0328125,0,0,10,0.015625,1,0.0015625,0.0171875,640,600,BP_1955_1964,0.94,20,BP_1983_1992,0.03,0.03
LSOA,E01001058,Croydon 034A,20,0,480,0,50,0,Croydon 034A,0,0,10,0.018181818,1,0.001818182,0,0,0.001818182,1,0.001818182,0,0,330,0.6,0.601818182,210,0.381818182,0,0,0,0,0.381818182,0,0,0,0,0,0,0,550,330,BP_1965_1972,0.6,210,BP_1973_1982,0.38,0.64
LSOA,E01001059,Croydon 034B,10,340,340,10,0,0,Croydon 034B,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0.2,0.2,550,0.785714286,0,0,0,0,0.785714286,0,0,0,0,1,0.001428571,0.001428571,700,550,BP_1973_1982,0.79,140,BP_1965_1972,0.2,0.25
LSOA,E01001060,Croydon 034C,10,160,480,10,20,0,Croydon 034C,0,0,0,0,0,0,10,0.014705882,0.014705882,1,0.001470588,0,0,620,0.911764706,0.913235294,1,0.001470588,40,0.058823529,0,0,0.060294117,0,0,0,0,10,0.014705882,0.014705882,680,620,BP_1965_1972,0.91,40,BP_1983_1992,0.06,0.06
LSOA,E01001061,Croydon 034D,0,300,60,320,0,0,Croydon 034D,1,0.001449275,0,0,20,0.028985507,60,0.086956522,0.115942029,240,0.347826087,40,0.057971014,100,0.144927536,0.550724637,220,0.31884058,0,0,1,0.001449275,0.320289855,10,0.014492754,1,0.001449275,1,0.001449275,0.017391304,690,240,BP_1945_1954,0.35,220,BP_1973_1982,0.32,0.92
LSOA,E01001062,Croydon 026A,10,40,30,290,190,10,Croydon 026A,50,0.086206897,1,0.001724138,150,0.25862069,190,0.327586207,0.586206897,20,0.034482759,20,0.034482759,60,0.103448276,0.172413794,20,0.034482759,10,0.017241379,50,0.086206897,0.137931035,20,0.034482759,1,0.001724138,10,0.017241379,0.053448276,580,190,BP_1930_1939,0.33,150,BP_1919_1929,0.26,0.79
LSOA,E01001063,Croydon 026B,20,80,110,310,70,0,Croydon 026B,10,0.016949153,1,0.001694915,270,0.457627119,220,0.372881356,0.830508475,10,0.016949153,70,0.118644068,10,0.016949153,0.152542374,1,0.001694915,1,0.001694915,1,0.001694915,0.005084745,0,0,0,0,10,0.016949153,0.016949153,590,270,BP_1919_1929,0.46,220,BP_1930_1939,0.37,0.81
LSOA,E01001064,Croydon 026C,30,20,90,210,280,10,Croydon 026C,40,0.0625,1,0.0015625,10,0.015625,100,0.15625,0.171875,140,0.21875,50,0.078125,110,0.171875,0.46875,50,0.078125,90,0.140625,30,0.046875,0.265625,1,0.0015625,10,0.015625,10,0.015625,0.0328125,640,140,BP_1945_1954,0.22,110,BP_1965_1972,0.17,0.79
LSOA,E01001065,Croydon 034E,0,340,60,220,50,0,Croydon 034E,20,0.029850746,1,0.001492537,10,0.014925373,80,0.119402985,0.134328358,130,0.194029851,20,0.029850746,250,0.373134328,0.597014925,160,0.23880597,0,0,1,0.001492537,0.240298507,10,0.014925373,0,0,1,0.001492537,0.01641791,670,250,BP_1965_1972,0.37,160,BP_1973_1982,0.24,0.64
LSOA,E01001066,Croydon 034F,10,190,180,130,0,0,Croydon 034F,1,0.001923077,0,0,0,0,0,0,0,230,0.442307692,200,0.384615385,0,0,0.826923077,20,0.038461538,30,0.057692308,20,0.038461538,0.134615384,10,0.019230769,10,0.019230769,1,0.001923077,0.040384615,520,230,BP_1945_1954,0.44,200,BP_1955_1964,0.38,0.87
LSOA,E01001067,Croydon 041D,100,0,0,150,340,10,Croydon 041D,1,0.001694915,40,0.06779661,50,0.084745763,270,0.457627119,0.542372882,70,0.118644068,80,0.13559322,20,0.033898305,0.288135593,20,0.033898305,10,0.016949153,1,0.001694915,0.052542373,20,0.033898305,10,0.016949153,10,0.016949153,0.067796611,590,270,BP_1930_1939,0.46,80,BP_1955_1964,0.14,0.3
LSOA,E01001068,Croydon 042A,60,280,80,100,230,40,Croydon 042A,70,0.08974359,20,0.025641026,50,0.064102564,60,0.076923077,0.141025641,30,0.038461538,190,0.243589744,40,0.051282051,0.333333333,130,0.166666667,40,0.051282051,30,0.038461538,0.256410256,90,0.115384615,1,0.001282051,40,0.051282051,0.167948717,780,190,BP_1955_1964,0.24,130,BP_1973_1982,0.17,0.68
LSOA,E01001069,Croydon 040A,30,60,40,210,160,10,Croydon 040A,10,0.018867925,10,0.018867925,0,0,170,0.320754717,0.320754717,30,0.056603774,150,0.283018868,30,0.056603774,0.396226416,50,0.094339623,10,0.018867925,10,0.018867925,0.132075473,30,0.056603774,20,0.037735849,20,0.037735849,0.132075472,530,170,BP_1930_1939,0.32,150,BP_1955_1964,0.28,0.88
LSOA,E01001070,Croydon 040B,110,130,30,260,110,20,Croydon 040B,0,0,10,0.014925373,1,0.001492537,140,0.208955224,0.210447761,20,0.029850746,410,0.611940299,20,0.029850746,0.671641791,10,0.014925373,10,0.014925373,1,0.001492537,0.031343283,30,0.044776119,1,0.001492537,20,0.029850746,0.076119402,670,410,BP_1955_1964,0.61,140,BP_1930_1939,0.21,0.34
LSOA,E01001071,Croydon 042B,140,120,90,330,80,0,Croydon 042B,50,0.066666667,0,0,100,0.133333333,410,0.546666667,0.68,20,0.026666667,80,0.106666667,10,0.013333333,0.146666667,10,0.013333333,10,0.013333333,10,0.013333333,0.039999999,40,0.053333333,1,0.001333333,1,0.001333333,0.055999999,750,410,BP_1930_1939,0.55,100,BP_1919_1929,0.13,0.24
LSOA,E01001072,Croydon 042C,110,20,30,30,360,10,Croydon 042C,30,0.054545455,20,0.036363636,10,0.018181818,30,0.054545455,0.072727273,20,0.036363636,120,0.218181818,80,0.145454545,0.399999999,120,0.218181818,70,0.127272727,10,0.018181818,0.363636363,20,0.036363636,1,0.001818182,10,0.018181818,0.056363636,550,120,BP_1973_1982,0.22,120,BP_1955_1964,0.22,1
LSOA,E01001073,Croydon 037A,30,220,70,180,110,20,Croydon 037A,0,0,180,0.285714286,60,0.095238095,70,0.111111111,0.206349206,70,0.111111111,20,0.031746032,10,0.015873016,0.158730159,40,0.063492063,140,0.222222222,10,0.015873016,0.301587301,1,0.001587302,1,0.001587302,30,0.047619048,0.050793652,630,180,BP_1900_1918,0.29,140,BP_1983_1992,0.22,0.78
LSOA,E01001074,Croydon 041E,20,330,250,110,100,10,Croydon 041E,20,0.024096386,170,0.204819277,50,0.060240964,40,0.048192771,0.108433735,10,0.012048193,10,0.012048193,10,0.012048193,0.036144579,100,0.120481928,170,0.204819277,30,0.036144578,0.361445783,190,0.228915663,30,0.036144578,20,0.024096386,0.289156627,830,190,BP_2000_2009,0.23,170,BP_1983_1992,0.2,0.89
LSOA,E01001075,Croydon 040C,20,190,150,210,40,20,Croydon 040C,90,0.140625,140,0.21875,30,0.046875,120,0.1875,0.234375,10,0.015625,100,0.15625,80,0.125,0.296875,20,0.03125,0,0,10,0.015625,0.046875,20,0.03125,0,0,20,0.03125,0.0625,640,140,BP_1900_1918,0.22,120,BP_1930_1939,0.19,0.86
LSOA,E01001076,Croydon 036A,0,170,150,260,0,0,Croydon 036A,0,0,0,0,10,0.016666667,80,0.133333333,0.15,270,0.45,150,0.25,90,0.15,0.85,0,0,1,0.001666667,1,0.001666667,0.003333334,1,0.001666667,1,0.001666667,0,0,0.003333334,600,270,BP_1945_1954,0.45,150,BP_1955_1964,0.25,0.56
LSOA,E01001077,Croydon 032C,0,10,90,430,0,0,Croydon 032C,0,0,0,0,60,0.113207547,450,0.849056604,0.962264151,1,0.001886792,0,0,0,0,0.001886792,0,0,0,0,0,0,0,1,0.001886792,10,0.018867925,0,0,0.020754717,530,450,BP_1930_1939,0.85,60,BP_1919_1929,0.11,0.13
LSOA,E01001078,Croydon 032D,0,130,170,210,10,0,Croydon 032D,1,0.001923077,0,0,30,0.057692308,160,0.307692308,0.365384616,0,0,170,0.326923077,60,0.115384615,0.442307692,90,0.173076923,10,0.019230769,0,0,0.192307692,0,0,1,0.001923077,0,0,0.001923077,520,170,BP_1955_1964,0.33,160,BP_1930_1939,0.31,0.94
LSOA,E01001079,Croydon 036B,0,170,210,260,0,0,Croydon 036B,0,0,0,0,0,0,1,0.001538462,0.001538462,250,0.384615385,310,0.476923077,0,0,0.861538462,40,0.061538462,40,0.061538462,0,0,0.123076924,10,0.015384615,10,0.015384615,0,0,0.03076923,650,310,BP_1955_1964,0.48,250,BP_1945_1954,0.38,0.81
LSOA,E01001080,Croydon 036C,20,360,220,80,10,0,Croydon 036C,0,0,0,0,1,0.001449275,10,0.014492754,0.015942029,10,0.014492754,400,0.579710145,20,0.028985507,0.623188406,90,0.130434783,130,0.188405797,20,0.028985507,0.347826087,1,0.001449275,10,0.014492754,0,0,0.015942029,690,400,BP_1955_1964,0.58,130,BP_1983_1992,0.19,0.33
LSOA,E01001081,Croydon 036D,0,70,130,300,0,0,Croydon 036D,0,0,0,0,0,0,0,0,0,150,0.3,350,0.7,0,0,1,1,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,500,350,BP_1955_1964,0.7,150,BP_1945_1954,0.3,0.43
